LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
426119,1,4,1,20,1,4,-2,1,5,6,236412,301936,183566,40744,283539,266084,18956,16185,5295,38291,25843,21797,1
332230,2,2,1,62,1,-1,7,5,3,7,321788,367491,453840,321506,121443,470980,46707,25457,30958,9847,45864,4328,1
288471,1,4,3,58,4,8,-2,8,3,0,54038,55241,152317,232561,367191,340627,10650,33690,30979,31023,5734,15393,1
55900,2,2,2,36,8,6,5,-2,2,0,218122,431052,271610,485488,343124,322802,5187,29444,1887,39733,3562,45015,1
190180,1,3,1,39,4,7,-1,0,6,-2,485975,419596,10238,339265,159055,355803,17170,28814,14533,44479,42596,28726,1
139949,2,2,3,43,8,6,7,3,1,2,18776,326496,260937,5036,88400,459055,37296,3284,20684,23415,38742,37135,1
129554,1,4,3,69,5,3,2,6,7,1,158002,251137,318471,240509,51200,124256,31303,12453,27513,44874,13186,28694,1
486775,1,1,2,41,8,0,1,-1,4,-1,157054,360744,117152,207223,368657,306620,20789,28591,14803,25392,16211,9711,0
202617,1,2,2,48,2,-2,5,8,-2,6,316732,2964,289468,53356,225220,200196,48237,915,14387,34411,15513,29740,1
447102,1,3,3,41,4,1,-1,-2,6,0,52900,296220,323583,461604,161764,5927,36749,12532,49150,48951,32390,37769,1
319257,2,2,1,63,5,0,7,7,4,5,314272,423703,343443,402505,428326,62650,3093,11459,2093,11797,3060,6920,1
399457,2,2,3,28,6,-2,6,0,7,3,47520,178449,388201,115042,296806,162495,37231,12492,49452,8426,24470,40845,1
256292,1,2,2,56,0,0,4,1,6,2,47476,54144,155669,127990,259001,282499,1201,26780,2387,17100,6693,27769,1
292682,2,3,1,29,0,1,4,8,4,-2,364091,210438,283888,16009,371689,440737,32516,29098,14417,8219,40986,213,1
251333,1,4,1,55,1,5,-2,2,-1,1,162067,363552,490789,148358,407791,395557,10524,45449,24684,14208,19033,25988,1
105669,1,2,3,56,2,6,-1,0,3,0,488711,53650,449072,292311,343036,276666,34822,19301,7164,37149,26378,19783,1
364001,2,2,2,47,7,0,1,7,7,-2,18676,103024,476332,210421,220003,36935,15488,46328,6742,23876,1465,14822,1
147578,1,1,3,47,-2,3,1,8,8,2,222553,73775,193068,484627,189649,142953,43650,32597,12815,18752,2913,38562,1
21914,1,3,3,61,4,7,8,-1,1,3,56567,398473,393464,28040,385832,183354,16845,45633,48675,18436,33752,44974,1
326281,2,2,3,62,6,8,0,-1,0,-1,175689,31446,309948,295715,258953,310858,30984,41673,19005,9726,38338,38132,1
96784,1,3,1,40,5,2,4,4,-1,0,499111,343293,41367,429154,352193,32461,14296,34379,28299,22370,35501,42338,1
470824,1,2,1,43,2,3,5,6,3,8,444421,183228,411990,240370,445199,265096,45861,17805,35214,31231,36850,45439,1
477425,1,4,2,61,1,1,-1,7,5,3,24162,377895,338550,1481,457945,450732,39049,12055,37111,6957,5230,45631,1
458283,1,4,2,59,4,7,1,-1,3,1,281627,482191,99458,121400,138857,352716,12165,11119,34402,48640,34672,5731,1
191377,2,2,3,21,2,3,0,4,6,6,323911,57272,39869,161884,93944,398538,47439,47608,16846,22164,9087,22819,1
17573,2,4,3,27,4,4,-1,4,2,2,104767,157192,418511,482997,130643,340837,17857,47928,5586,47398,4900,14,1
464876,2,2,3,67,-2,6,3,8,-1,1,72552,405062,39450,455886,375685,103294,32593,36241,14085,6732,37858,25323,1
219810,1,4,2,46,-2,7,1,4,5,-1,452190,133079,45676,474585,185029,55241,37142,44189,10514,38360,44470,46212,1
483660,1,1,1,41,7,4,3,0,6,3,484408,107560,213704,412879,86694,414745,1145,45949,6813,30881,35835,9955,1
482173,2,1,1,56,0,3,-1,4,7,7,495946,412688,67398,175823,49192,347752,47948,25577,1224,41003,40278,31989,1
427974,1,1,3,46,8,-2,1,-2,1,-1,394880,493541,456834,452938,163656,287530,17222,31452,46786,30033,49554,32218,1
154279,1,3,3,48,-1,-1,8,7,3,4,331751,278440,235141,490842,68068,94641,9488,20937,46051,48141,6737,8017,1
198697,1,3,3,22,-1,-2,3,-2,8,0,172865,139024,284575,175035,78186,301672,42535,20924,2520,31346,48257,11926,1
427056,1,1,3,63,4,6,2,2,7,6,85699,199282,464053,130277,341941,15660,35144,1921,8654,39230,30059,23101,1
165291,2,3,2,32,7,7,0,-1,5,8,39490,85065,265131,273458,9866,59419,4337,21691,6975,43879,40662,9410,1
93051,2,4,1,64,-1,7,5,6,6,2,346648,380943,176795,93576,58776,155945,5852,33674,14061,35729,32508,29249,0
282832,2,2,3,29,8,6,4,4,2,5,392361,386737,398577,16312,422182,221869,35759,21099,10203,26211,28501,24227,1
468715,1,2,2,55,1,4,0,1,3,8,413226,437560,221425,472915,422457,60282,3739,43620,47292,13640,35180,25959,1
351054,2,2,3,28,-1,-1,3,1,8,3,456882,13301,159234,462870,164621,59970,45858,16628,4208,42724,16012,6723,1
289329,2,1,3,46,3,3,1,-1,1,7,439964,280990,361614,81326,43976,362946,37077,6634,10583,24028,46213,25862,1
57616,1,3,1,53,5,8,8,2,2,5,499870,107127,400802,203870,352485,284859,16774,40577,4036,31035,5764,2473,1
311353,1,4,3,20,7,1,2,1,4,8,122032,170441,395858,415518,180065,266870,18146,33697,49019,3961,15901,44076,1
495126,2,4,1,51,1,-2,8,-2,6,0,381653,392477,488837,330500,22732,226217,25324,12090,45920,24867,1558,17162,1
78641,2,1,1,44,2,-2,2,5,7,0,293229,96016,393333,197393,78913,488271,18048,26822,35831,34907,13566,42816,1
263981,2,4,1,48,1,2,4,0,8,2,130622,319170,384966,372085,68607,24900,39173,20092,21298,29203,10910,35082,1
439912,2,4,2,26,0,-1,8,3,3,8,490952,327283,428742,448523,294558,90313,48736,46942,9508,22427,2481,38308,1
372976,1,4,2,68,2,1,2,1,3,7,448949,477046,92,463079,449058,323753,29226,30366,11074,11171,24588,15727,1
351537,2,4,1,22,6,-2,8,6,5,0,64257,387580,181215,189424,396536,68182,22301,7919,22152,15483,23431,11387,1
354217,2,3,3,39,5,1,0,4,8,5,13079,401817,368801,86780,273258,294690,11138,25107,38411,35031,3887,20337,1
186150,1,4,1,39,5,8,7,6,1,7,344165,265800,299859,456419,211077,283880,32671,43127,13236,11209,13092,1211,1
153860,2,2,3,49,5,3,2,7,0,5,302065,93390,88786,46277,309338,485502,34278,33574,15539,31086,47666,45937,0
406586,1,1,1,54,5,7,4,0,4,-1,467907,212781,151866,360844,221906,441693,34259,42122,29997,29486,5536,19350,0
406955,1,3,3,54,4,1,2,-2,2,1,117002,274744,168396,70248,123049,472776,1349,12519,11886,48520,15250,49427,1
434865,1,4,2,68,5,-2,2,2,-1,7,42193,339209,283914,194693,339598,56801,44956,44417,29210,3039,1793,38072,1
457487,2,3,3,58,8,4,6,0,-1,-2,129607,303854,415799,205777,436621,434074,16905,37780,19356,5406,7444,4025,1
260557,2,4,1,46,5,-1,0,3,8,1,9463,196988,466245,79378,186435,64545,37208,36445,1718,25304,34969,33009,1
255742,1,2,2,45,5,6,3,5,3,8,17946,132656,375046,461340,420769,316466,37990,17327,20135,26355,18335,13541,1
401164,2,1,3,33,7,0,-2,8,5,1,457428,84115,421475,1334,215541,360039,32527,44382,45976,1996,22603,12185,1
328482,2,4,3,36,4,5,7,1,-2,7,176008,346922,235047,446904,200667,80426,19743,31898,14655,41292,7848,12828,0
353963,1,4,3,37,-2,5,2,2,8,6,205404,322699,194887,441914,14162,316329,30419,42591,16141,24736,34107,45803,1
399938,1,4,3,64,1,0,5,2,3,0,9185,343686,196354,158481,347639,26230,2009,18048,3297,17332,37576,24999,1
446102,2,4,3,48,1,1,2,1,-1,-1,135260,186263,308019,352142,403751,146633,38094,7282,30752,15942,9055,33473,1
175617,1,1,2,39,2,-1,6,1,-1,6,402362,131203,62118,126404,331778,460579,4979,16616,42462,43070,2249,14047,0
194035,2,1,2,46,7,1,8,1,4,6,307745,379860,289747,379386,75680,85865,19837,22763,17646,9836,4047,26147,0
56051,2,2,2,37,3,8,3,1,7,-2,376890,386823,332566,280559,51646,32634,5180,26670,12012,8020,32852,17505,1
293357,2,1,2,23,1,8,5,1,-2,3,223606,227808,219454,150112,286429,221839,41853,25540,47830,10658,6775,16056,1
27611,2,4,1,20,-1,8,7,2,3,7,154864,305952,476583,200117,200758,425309,27515,27302,37253,31251,24695,12348,0
238143,1,2,2,69,3,6,5,-1,4,5,241405,186759,304106,344944,214548,38336,34547,42085,28358,40546,7632,20450,1
275895,1,2,3,20,5,-1,0,-1,5,0,161535,350973,109999,453048,483900,177767,34129,8505,15276,16548,8507,33001,0
150405,1,2,3,45,5,0,4,6,4,8,419485,417860,239608,65363,361961,449887,42080,15802,11039,8673,218,11102,1
299508,1,4,2,64,4,8,4,-1,3,6,148836,344116,337702,285681,205893,59077,6628,44430,35787,10459,16041,48272,1
24945,2,3,3,39,3,8,7,3,6,-1,329881,256291,161814,126864,9549,155334,32986,28022,26089,30959,4489,6230,1
28300,2,4,2,42,-1,1,3,-1,0,3,68491,229328,39820,400686,17047,389210,28756,29169,26029,12301,19698,24010,1
413074,1,1,3,29,4,2,4,2,8,-2,343433,321159,291717,35118,342401,271605,1544,23903,3685,43864,29889,4251,1
186493,2,1,1,30,8,-2,-1,1,3,4,456649,339905,473935,344477,418869,416166,10071,27448,25609,5194,18376,1133,1
72259,2,4,1,60,2,4,6,4,1,0,304291,279364,242535,87473,353851,55797,13378,9903,41137,1618,35254,46133,1
265899,2,4,2,60,3,7,7,4,-1,4,279927,312471,453054,298192,202943,460277,3627,27343,47339,4418,37072,40519,1
387296,1,2,2,24,7,4,7,3,-2,1,480559,48294,417511,417846,15567,467455,17735,49858,5334,42282,34830,34707,1
115752,1,4,2,20,5,6,-2,7,-2,6,313698,475882,73706,377540,483700,77656,1360,28302,31558,32561,46835,43259,1
315216,1,2,3,36,5,1,-2,2,8,2,129775,395386,354084,376471,493168,16937,27659,2220,28417,47887,11864,40142,1
51820,2,1,2,41,0,3,0,-2,7,0,146195,186963,217732,258922,274682,494920,10575,39821,44515,16814,9472,32361,1
35324,1,2,1,53,4,8,0,0,0,5,352653,281406,125123,445372,35335,241125,14350,19823,37562,10633,30485,42367,1
270363,1,4,3,64,-2,-1,-2,6,1,3,367718,23662,343469,294052,270486,286037,45523,7683,48263,28098,29743,19540,1
274911,1,1,2,60,-2,1,4,-2,-1,-1,151748,20613,371330,458758,446169,307952,25140,43125,48001,26891,25504,27637,1
322340,1,3,3,48,4,-1,1,2,8,0,172671,125399,89948,273261,339992,394834,13450,9898,11284,29551,217,38815,0
365784,1,2,3,23,7,7,7,-1,8,5,495528,344850,457222,252982,359994,405993,29923,46038,36267,17376,27761,4239,1
488167,1,1,2,24,6,2,-1,1,8,7,50976,426073,375573,111176,42484,96962,10083,22089,26526,294,46639,42932,1
262987,2,2,3,30,4,4,7,8,-2,4,202322,279592,466687,272393,53255,118318,3719,37139,10730,1751,16728,7841,1
168248,2,1,1,40,7,-2,2,-2,1,7,31223,266066,158536,70292,63674,438416,1045,27349,9743,33191,48379,43227,0
399641,1,1,1,54,2,7,3,0,4,3,410539,201154,469667,434845,452188,409758,47576,12831,4054,26162,17837,15566,1
142707,1,2,3,31,5,7,6,7,7,-2,46172,80798,184258,337945,262924,308809,36230,33554,39777,41050,6992,16339,1
225095,2,3,2,45,-1,4,1,4,8,6,337003,59177,26984,496817,395787,497349,39997,47895,16225,15020,19920,3697,0
48443,2,1,3,38,6,7,-1,7,3,0,28241,380339,381484,46048,57645,367591,49045,38481,42848,40773,24730,44294,1
22421,1,1,1,64,3,3,2,0,3,2,336427,463751,351754,120336,463821,107918,46581,30200,30415,21274,31473,8725,1
481697,1,1,3,26,6,3,0,1,8,4,421518,229141,298955,438579,410571,423322,36845,49531,33681,4834,25243,31502,1
419630,1,3,3,66,-1,5,-1,-1,6,4,199410,329722,244946,197627,112382,207366,34699,13266,14583,48895,26835,32198,1
351027,1,3,1,26,0,5,-2,0,-1,0,261063,457228,16082,233151,437091,18076,16842,3117,22864,25596,1203,14057,1
210386,2,4,3,45,5,3,7,6,1,1,200770,45056,312298,430325,131721,160710,5200,1606,20615,31473,12681,49283,0
94914,1,2,3,59,-2,0,-1,0,2,7,150244,385240,208417,260911,102669,381775,28686,35534,11784,33539,15534,3208,1
86654,1,3,2,24,7,2,3,8,-2,4,401631,308408,280104,96737,132121,480103,28812,41511,41625,18120,49354,30393,1
132619,1,2,2,40,4,-1,5,2,5,5,136001,299318,214660,446015,454977,138068,47611,31755,31104,37376,14778,23977,0
279121,1,4,1,33,4,2,0,-1,5,-1,361471,146270,483028,15530,457795,123258,22128,45251,1871,43513,44828,12274,1
360152,2,2,1,23,-2,6,8,1,3,6,103098,341946,302054,447698,164497,281808,34540,34898,40995,19359,15236,8177,1
333496,2,3,1,42,6,7,6,4,2,4,124926,397398,374618,25260,352717,405841,28748,18547,5301,32850,4805,36854,1
147167,2,2,2,61,5,-2,6,4,5,5,168230,56429,468173,332924,337872,373262,8838,9062,20184,37856,12380,45815,1
477883,1,3,1,39,1,7,-1,0,0,3,294578,266760,295799,35839,403281,279979,29603,46232,28562,9506,13641,5377,1
371569,1,2,1,34,7,2,5,2,0,3,227211,50632,6031,353106,148254,315694,27005,5179,382,16629,48912,9699,1
281633,2,3,1,69,8,3,7,-2,-1,6,372572,436287,17145,16985,255069,121049,24695,27149,32645,5439,33714,49313,1
309743,1,3,2,64,2,8,8,7,2,1,106783,253818,351169,421228,333836,216287,25671,15700,32985,30110,46584,751,1
215604,1,2,3,48,-1,4,2,7,0,8,5336,403982,139542,232971,13128,127682,8199,13570,32626,40046,41749,25412,1
131388,2,4,1,27,6,6,1,7,0,8,388278,184042,289689,46726,188369,442208,23173,32291,8173,30541,28929,25805,1
184426,2,1,3,60,3,3,7,8,3,2,410824,62539,101138,353409,347944,56277,30282,11561,12786,8989,33769,13158,1
381344,2,4,1,67,0,2,2,-2,5,6,29740,20749,135124,244645,126297,339870,24472,45818,12368,27318,31241,33151,1
17052,2,2,3,38,4,4,1,2,-1,-2,305453,140754,252320,95474,478852,130141,24434,20302,48003,41746,33313,47247,0
66875,1,4,2,67,6,-2,5,7,1,1,189103,122116,487784,7836,15080,237788,3875,33868,3376,15136,13238,22510,1
32541,1,3,2,58,0,8,1,6,8,4,396947,280175,308135,208999,479043,149706,9538,36387,21438,41632,20406,37470,1
29957,2,1,1,65,-1,2,7,-2,4,8,437207,10869,468074,42814,108381,161622,16048,34147,43562,39231,29630,32303,0
429175,1,2,3,47,4,-1,3,-2,-2,6,425501,260285,479689,47084,24411,130196,20967,45170,38473,1087,1796,23647,1
354792,2,2,2,65,4,1,-1,1,-2,8,388602,195885,104054,133664,146237,376396,29696,11556,41122,11972,24141,2490,1
242345,2,2,1,46,1,4,2,1,7,7,134526,288561,155596,315229,393141,182857,43167,4302,48614,27147,42986,37087,1
57938,1,1,1,23,8,2,3,-1,4,3,405944,351208,384996,264955,376221,363178,7958,2773,19363,35880,24618,18162,0
250891,2,3,2,34,6,3,2,6,4,5,266739,317045,433382,34493,104420,228034,754,43892,15482,44026,27616,11224,1
242001,1,2,2,54,5,-1,-1,6,-2,6,26378,492322,259613,484215,98395,273623,22461,48664,1532,32052,10095,47413,0
94868,1,4,1,56,-2,0,4,-1,-2,7,228469,69132,496613,443584,321289,271643,21605,15126,7500,19017,39717,38675,1
222587,1,2,3,20,-2,4,1,6,1,1,471078,214868,5786,129612,229041,487926,27595,34675,28100,9231,17943,48113,1
205267,1,2,3,22,2,8,5,3,2,-2,443929,212415,149796,61169,396144,183531,41661,445,7883,38001,47829,12810,1
311766,2,2,3,66,3,-1,4,5,2,5,51132,208526,311580,471201,12066,103842,40118,9431,36815,10339,49685,41789,1
321195,1,2,1,43,0,3,4,7,1,-1,372063,331899,234644,230570,305205,455895,5002,34463,1861,34771,45800,30386,1
32198,2,3,2,46,6,2,6,1,5,8,402896,244914,58301,155583,365336,87419,46699,3294,12974,9060,4243,49075,0
193560,2,4,1,59,7,7,-2,-1,4,-2,135694,258716,183893,245179,496693,417211,5520,23425,34772,4552,16659,47315,1
316671,2,3,2,55,3,-2,7,-1,6,4,235804,216177,12723,386372,339390,75107,31728,33129,12775,12555,47256,48648,1
256536,2,4,3,53,1,8,3,6,4,7,355493,495849,321373,84192,115922,329362,33620,38297,36438,14246,40226,47588,1
429680,1,2,3,48,4,7,3,-2,7,6,219520,463780,446371,383747,54093,75270,33993,22690,49793,32360,45559,383,1
332759,1,1,2,43,5,8,3,4,-2,8,56398,153862,442437,374723,320458,461542,13267,31514,39854,8044,28627,37054,1
89837,2,3,2,43,6,1,3,8,4,6,352941,55796,349772,269674,261591,282504,16517,26978,17091,46515,24019,13596,1
44578,2,1,1,61,8,8,7,0,-2,0,455819,419882,232885,432921,449572,164636,27433,2615,45029,27718,5324,35251,1
324785,1,3,3,23,3,-1,4,0,4,3,326242,498585,256015,66071,363304,70161,9979,37140,2558,24546,41973,49030,1
22990,2,2,1,22,3,1,7,-1,7,4,386900,146304,68459,297739,254871,185596,1015,8618,36250,21734,37257,1967,1
297030,1,3,1,53,5,-2,3,7,5,7,179181,178892,170508,224671,201794,352510,28107,1590,1166,28330,2943,28349,1
470712,2,2,1,68,2,-1,-2,3,8,6,91599,470816,93864,211146,202187,192475,23263,22558,8727,1122,10470,36747,1
291982,1,3,3,42,0,5,0,7,6,-1,321386,355564,410600,126280,113152,123047,32836,43281,49379,49504,27863,12667,1
200203,2,2,1,42,0,3,-1,-1,0,5,163885,147819,457376,186139,8662,288704,7335,7541,18044,27876,34220,11256,0
325211,2,2,1,64,3,-1,3,7,1,4,430036,290523,268461,54075,287455,208910,42046,642,41024,1759,6883,3017,0
234543,1,4,1,24,-1,3,5,1,1,1,61314,472114,363882,125799,106207,82903,7311,5498,18804,29498,12241,4695,1
277352,2,2,1,50,3,7,0,7,6,-1,216731,405906,60732,135982,104163,76993,44567,18182,42001,21853,9655,32837,0
471317,2,4,1,60,3,6,7,6,4,5,198363,370916,304267,360333,62690,353730,22476,29008,48271,1201,10999,25260,1
199190,1,2,1,25,5,4,5,6,0,8,469026,368498,351395,24275,94797,487335,27490,9650,21776,46221,46035,1503,1
480983,2,1,3,56,4,6,5,3,7,2,76567,89010,226384,325596,15894,116547,44829,40098,27967,528,35790,48483,1
453621,1,2,1,29,5,2,2,1,2,3,4923,412340,121636,110704,337115,386574,14995,37664,31431,28893,36855,32802,1
105937,1,1,2,59,6,4,5,4,4,8,119042,138059,438687,40930,200698,43803,9091,34793,46741,48089,39699,25773,0
43987,2,1,1,26,3,8,3,-2,5,4,410138,465183,371454,150403,280762,190787,22287,24373,12837,11880,17828,13636,1
59381,2,2,1,58,0,4,2,1,-2,7,104660,182319,449928,112236,318478,253344,12218,18260,30562,12708,38359,32904,1
18928,2,1,3,57,7,0,6,2,-1,-2,120439,428830,409201,276016,486242,134373,26392,18779,16236,21,48920,18208,1
56277,2,4,3,40,0,4,4,5,4,5,64949,133116,495187,178688,34132,264789,13762,25153,10846,3317,34919,35124,0
344673,2,3,2,39,8,-2,5,-1,8,1,357718,257263,96086,482996,208958,441307,43224,3865,4246,2244,20837,34128,0
44882,2,2,2,22,-2,6,-2,2,-1,6,34587,53442,43373,481774,122948,472218,30366,34115,31035,41132,35817,4637,1
166298,2,1,3,41,8,7,8,3,4,-2,165604,330059,168501,221857,238355,50278,12,17575,44104,41836,45039,45463,0
423988,1,2,3,66,2,3,-1,2,6,8,141249,418039,64502,397543,460236,135922,40273,11237,17569,36335,6438,24348,1
21403,2,4,1,23,1,2,5,6,8,-1,277579,359223,261565,6634,361992,489566,16510,13916,27633,17637,13264,19647,1
409089,1,2,3,47,6,4,6,7,-1,3,365208,261629,316514,273905,330974,135209,16010,9014,32106,41062,45964,47773,1
148108,2,2,2,31,6,2,1,-2,4,8,266438,22557,289144,371649,220622,346353,19153,45078,20732,26988,47311,21910,1
67900,2,1,1,57,2,7,7,0,1,7,465512,466720,129620,108471,335556,126726,31513,8451,45167,15215,24206,36061,1
351401,1,4,2,55,7,2,8,-1,8,8,475721,352744,454412,30585,16187,178182,22103,44146,18137,21863,18727,32756,1
318181,2,3,1,66,1,8,7,0,-1,-2,180732,372932,10586,77959,293119,95639,31431,28612,6250,3288,14139,8257,0
439961,2,3,3,60,4,7,6,7,4,1,388840,397340,174006,220924,276888,428150,7339,43372,7201,47245,24937,49557,0
370184,1,1,2,24,3,8,1,6,2,5,369400,373871,359496,253185,173320,441324,48508,23703,44542,30955,46726,23180,1
403705,2,2,1,32,1,4,7,6,-2,7,446482,220558,383464,190442,100757,148456,36480,46381,49400,36561,7490,19739,1
148196,2,1,1,42,7,7,7,7,2,2,223971,366810,208059,219986,403777,411794,12510,10574,14446,33829,20991,45980,0
96945,2,1,3,69,-1,4,7,-1,0,6,265236,312513,8454,235117,26931,179120,36208,27734,7180,33387,45580,26461,1
377801,1,1,3,49,-2,8,6,0,4,8,207887,427008,309021,384718,34836,49509,28751,6291,24110,863,17455,35253,0
405349,2,2,3,56,1,0,8,1,3,8,425188,401229,31547,52620,220260,379038,5459,22361,35476,26268,38404,42312,1
495347,2,4,2,44,1,0,4,6,5,3,114851,20687,53927,384475,126277,298223,8909,28495,30620,41085,19462,11774,1
212182,2,1,1,67,-2,7,-1,0,2,-2,119854,189443,325125,344313,372726,137191,2065,30283,47555,2225,40246,8473,1
192288,2,2,3,46,3,0,6,4,-1,3,186302,17358,156244,370830,317095,126499,40461,18276,40888,47808,49050,3425,1
390442,1,4,2,33,1,3,1,0,6,3,115171,51037,174015,367234,386267,487811,27585,3816,43448,21207,19391,44856,1
176993,1,1,2,67,-2,3,5,4,8,3,280503,300705,243403,235295,162339,431250,15837,32766,27083,14494,42254,10018,0
466071,2,3,2,66,-2,0,4,4,5,5,67245,436910,489289,105700,370259,404899,6317,24421,16363,26591,49420,15387,1
430622,2,4,3,55,-2,0,4,6,3,3,160093,59912,482721,268314,431151,64008,24202,6843,35086,40060,49191,14290,1
220207,1,1,3,58,5,5,5,-1,7,2,456722,225544,208130,478991,172637,377593,26263,46793,21952,23737,21688,15229,1
377926,1,4,1,35,7,5,-2,3,4,8,204612,455439,132749,294262,169947,107270,35097,47783,14387,32255,24288,33403,1
379726,2,4,1,41,5,4,2,6,6,-1,374116,407150,151296,5523,449975,488694,48496,42830,7613,24995,15170,47705,1
60530,1,4,3,40,-1,7,-1,-1,4,1,56731,259833,134390,29855,24895,26044,21747,42193,26393,31563,15700,16472,1
452250,2,4,2,40,8,1,-1,-1,0,7,123782,385785,266122,496431,175094,176069,20301,4933,29712,6901,24623,20382,1
257573,1,4,2,27,4,1,-2,2,3,2,403672,261346,303429,35973,59336,214323,18496,49671,28439,1933,10025,38557,1
414964,1,4,2,68,5,0,2,7,8,7,381496,79046,244389,23022,14490,412101,41346,20019,5827,6845,35556,21616,1
166824,1,1,1,35,5,2,-1,7,8,1,193077,62368,203997,176512,56434,383111,7815,8156,28499,14291,26815,46302,1
448806,1,3,2,50,8,0,1,7,4,-1,477198,94184,105642,484658,215622,187496,17190,40605,8420,12667,44903,25160,1
200708,2,2,1,61,7,5,0,5,-1,4,455321,175461,241252,159337,343478,282780,36248,11286,33185,30758,40529,17386,1
15310,1,4,1,29,8,4,0,8,0,7,481150,465264,170551,204942,144641,417797,784,26308,21469,22794,16123,48578,1
453637,1,2,2,51,4,0,-1,6,1,7,213957,399839,270797,317038,424837,9099,14469,6400,42439,1940,25290,21289,1
54730,2,1,2,53,2,6,3,-1,7,-1,98736,216400,337594,12055,218807,401089,32072,23732,38913,1743,37525,11558,1
166463,1,4,3,28,-2,2,-1,2,3,-2,313329,246538,316656,448881,484114,473448,9297,27907,36219,4529,9660,8885,1
475530,1,3,3,36,6,6,5,4,-2,2,342386,132804,231245,259721,477077,16032,15135,22296,35036,17654,1579,49759,1
475797,2,2,2,30,4,4,5,3,6,-2,62720,352176,278026,233405,386638,22790,24302,3474,28024,309,42615,37649,0
290984,1,4,1,51,-1,4,2,3,2,-2,393241,401382,142428,430363,466202,172257,21101,24246,3055,24699,6877,20432,0
319600,2,1,1,29,3,3,7,4,4,-2,9030,119452,12120,476538,353548,43884,5301,23447,32774,18033,44470,41318,0
229738,2,3,1,41,-1,-1,4,0,6,3,241364,20910,312509,211712,447791,239638,46911,13081,23346,27772,45680,27340,1
153673,2,2,1,36,-2,6,1,0,6,6,165508,311944,126284,86220,118236,364355,2214,46080,23477,36041,23035,15869,1
171045,2,2,1,23,4,3,-2,7,-2,7,370151,281256,334476,407854,172710,283449,37487,20889,18951,12548,40339,37169,0
339534,1,4,3,67,-1,5,8,6,-2,8,156380,201065,373504,201630,376465,98215,3571,43205,46453,7854,18159,37294,1
378663,2,3,2,66,-1,-2,-1,5,0,-2,413403,321946,457963,467772,212280,327405,23364,5483,12472,13902,42913,25008,1
397873,1,3,3,44,8,2,7,2,3,2,297476,275306,479061,474949,418663,342427,8770,15943,15829,88,41234,2257,1
396912,1,3,1,40,2,-2,7,3,-1,6,396946,125290,5263,57414,438819,466222,7054,8816,48152,6000,3925,3851,0
54690,1,3,1,56,2,7,1,8,7,6,494670,198864,495187,478276,149864,73398,6294,20420,40507,37541,29130,39437,1
252265,1,1,1,57,4,8,-2,7,8,-2,339579,214056,341509,184135,411725,346168,22639,5581,704,11140,31999,41173,1
38203,1,3,1,68,-2,5,5,-2,-2,5,492475,440123,321762,323126,77132,455713,25774,22051,45305,49714,42,33914,0
279269,1,2,2,20,5,5,6,7,-2,-2,14418,480452,7606,17375,167098,250782,6669,17693,11332,8391,48995,41953,0
226349,1,2,1,44,0,-2,1,-2,2,5,169069,446500,430616,444442,258982,180899,48969,11165,35296,39438,20328,35974,1
444975,1,1,2,55,1,6,7,1,1,-2,53926,359589,72745,320798,113221,85374,12888,32108,27653,35252,25867,44846,1
181948,1,2,1,36,6,-1,0,-1,-2,2,131152,292496,418665,321777,289633,433393,22942,47545,26840,16106,9740,7519,1
67362,1,2,2,60,1,6,-1,8,1,5,419443,344630,7781,451088,289347,197123,10813,10355,35896,16536,30545,19387,1
80065,2,3,3,43,7,-2,2,4,0,3,16161,469554,322982,254173,103451,462441,24696,35589,10359,28177,40530,23205,1
383140,2,2,1,21,2,7,0,-1,-1,6,260091,124999,217400,205258,397820,423879,37800,37119,7951,42618,29294,14883,1
312926,2,1,2,59,4,6,7,7,6,-2,283564,267560,100383,433064,315822,188319,26055,24906,32595,19309,39401,36268,1
59550,1,3,3,34,1,1,4,-1,8,6,280575,344804,53780,371210,158880,286957,14282,44883,14528,3058,36555,45621,1
51212,2,4,1,51,-2,6,8,2,-2,-2,237648,339623,220063,474487,116092,13587,12419,48319,48697,18720,11882,20624,1
353474,2,3,1,58,6,4,3,1,4,7,395301,126139,61652,470060,439375,131610,37946,18112,22575,10365,21790,47077,1
45653,2,1,1,25,1,8,-2,5,1,7,66771,293365,243223,191163,417871,355136,5911,32551,5579,46960,7431,25838,0
412711,1,3,2,20,6,3,5,1,2,0,155288,397956,312608,223493,114880,338955,18498,33110,34290,34863,2096,26125,1
356058,1,3,2,66,3,2,-1,3,7,-2,307863,237539,413692,127992,17802,176684,7574,20181,15307,2541,3153,30010,1
49860,1,1,3,42,-2,8,2,2,2,0,345475,396649,339324,330323,402266,404304,12898,15839,7429,14649,47124,13416,1
51570,1,3,2,58,0,6,6,8,-2,8,202074,179941,32599,182270,307754,117918,7634,46687,21141,2510,49226,19168,0
