LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month,PAY_MEAN,PAY_STD,PAY_MAX,PAY_MIN,BILL_AMT_MEAN,BILL_AMT_STD,BILL_AMT_TOTAL,PAY_AMT_MEAN,PAY_AMT_TOTAL,AGE_BINNED,PAYMENT_RATIO,CREDIT_UTILIZATION
128507,1,2,3,31,-1,5,4,7,0,6,472483,214419,90193,117224,220982,375539,1929,13941,6650,43591,38773,5032,1,9161.416666666666,15562.070202656982,43591,-1,248473.33333333334,148674.50141388288,1490840,18319.333333333332,109916,1,0.07372756298457667,11.601235730259043
55620,2,2,1,30,-2,4,1,7,0,4,240901,199663,276251,365803,322257,70416,889,10180,8172,48490,16206,13393,1,8112.0,14061.025593009663,48490,-2,245881.83333333334,104005.56379812893,1475291,16221.666666666666,97330,1,0.06597342490392338,26.524469614769426
449635,1,4,1,56,4,8,5,-1,4,7,285606,92356,107734,128448,299852,49943,22006,14046,17146,17066,4381,20516,0,7932.333333333333,9302.123250618484,22006,-1,160656.5,105592.02681216039,963939,15860.166666666666,95161,3,0.09872097715716584,2.143825547383669
451204,2,3,2,44,8,4,3,4,4,4,412765,197740,100175,87601,175019,280836,12648,28228,28103,39827,30819,3207,1,11904.916666666666,15350.841501709476,39827,3,209022.66666666666,122100.51336938214,1254136,23805.333333333332,142832,2,0.11388876485475746,2.7795320963405032
320219,1,1,2,37,8,1,-2,-1,3,5,137618,87325,495265,345334,222032,205742,34168,3702,29633,42576,12840,43585,1,13876.5,18155.43593778208,43585,-2,248886.0,149043.54728870353,1493316,27750.666666666668,166504,1,0.111499508476363,4.663420971258222
176124,1,2,2,38,5,6,-2,3,0,3,37601,424395,400873,421393,32161,357550,36212,24087,24310,31158,26557,25683,1,14001.833333333334,14971.379840660422,36212,-2,278995.5,190599.88043201916,1673973,28001.166666666668,168007,1,0.10036422331775939,9.50451386517735
181112,2,4,2,42,3,7,6,2,4,5,353891,149097,374138,240769,397849,243507,44770,44787,36938,17379,47090,29405,1,18366.333333333332,20694.59660848403,47090,2,293208.5,97128.6247318472,1759251,36728.166666666664,220369,2,0.12526296702396345,9.713608154016775
365718,1,4,1,57,1,3,7,1,2,0,241505,299282,397030,265695,120401,212667,38034,9408,36862,30954,28630,18564,1,13538.833333333334,16002.135492906355,38034,0,256096.66666666666,92012.68618764842,1536580,27075.333333333332,162452,3,0.10572309935043686,4.2015432655647205
449584,2,1,3,37,3,8,3,4,4,7,448252,251421,484461,151373,230263,212750,2412,16559,21381,29222,46191,33491,1,12440.416666666666,16484.645177521652,46191,3,296420.0,136274.23356159448,1778520,24876.0,149256,1,0.08392146278923829,3.9559236983434554
444672,2,1,1,45,0,0,7,5,-1,7,491340,25941,286638,247309,240310,435938,18581,19806,6222,30326,19651,21589,1,9682.75,11374.172626253665,30326,-1,287912.6666666667,164826.95761757746,1727476,19362.5,116175,2,0.06725129611058721,3.8848319660246546
392139,1,4,1,25,5,2,5,1,3,-2,199554,471116,110121,65991,280355,197612,13651,29311,26508,30963,31667,38065,1,14181.583333333334,15797.587465170021,38065,-2,220791.5,143812.12802090094,1324749,28360.833333333332,170165,0,0.12845074802839748,3.3782638299088377
324595,1,3,1,23,7,2,4,-2,5,3,207719,263612,431104,477915,408938,166698,19306,45962,19073,42352,44694,41070,0,17706.333333333332,20371.160708365653,45962,-2,325997.6666666667,129817.96066903327,1955986,35409.5,212457,0,0.10861887559516857,6.025927694493058
51228,2,1,2,63,-1,2,3,-2,-2,-2,203981,162528,371365,400180,345940,169267,8003,19726,6896,8504,29399,33592,0,8843.166666666666,12163.06049877948,33592,-2,275543.5,108498.91548351993,1653261,17686.666666666668,106120,4,0.06418829210870867,32.27260482485608
89198,1,4,2,48,2,5,1,-2,1,6,162277,79063,207154,333986,331531,98300,4885,3457,49090,18364,30744,24566,1,10926.583333333334,16233.741385030766,49090,-2,202051.83333333334,111058.76322995259,1212311,21851.0,131106,2,0.10814551711556841,13.59123522933708
450291,1,1,2,53,-2,6,4,8,8,-1,390843,169263,236784,269097,263372,430344,26049,17397,18487,29300,35815,39113,0,13848.666666666666,15645.4452758235,39113,-2,293283.8333333333,98342.66544570909,1759703,27693.5,166161,3,0.09442559340974334,3.907923986924216
307150,1,3,3,36,3,6,6,-2,-2,8,379497,10255,205626,396084,47977,73315,36019,9504,31289,14166,44105,24714,0,13318.0,16500.619657785857,44105,-2,185459.0,170055.4983727371,1112754,26632.833333333332,159797,1,0.1436049656975903,3.622835747994065
14506,1,2,1,62,-1,3,8,2,-2,-1,239322,181779,464971,247378,201004,454305,35095,32588,24506,48907,4409,5575,1,12590.75,17669.366445013864,48907,-2,298126.5,127461.14017809507,1788759,25180.0,151080,4,0.08446079097291224,123.31166413047623
59721,1,1,3,62,1,3,7,1,7,4,22330,265742,171765,149986,478658,141733,22547,1463,7141,13157,16842,5817,0,5582.5,7851.618310317249,22547,1,205035.66666666666,154971.2434649302,1230214,11161.166666666666,66967,4,0.0544352445996758,20.59935366084628
335115,2,3,2,35,3,6,7,6,8,-1,154779,435933,481742,80187,497774,449713,26113,14596,2777,23481,19884,47429,1,11192.416666666666,15361.23360611104,47429,-1,350021.3333333333,182992.11107440304,2100128,22380.0,134280,1,0.06393895991098451,6.26688748636657
12480,2,4,3,21,7,1,4,0,5,7,146151,343687,455135,323792,365249,395410,25816,27258,31288,43868,45485,10678,1,15368.083333333334,18244.735262825987,45485,0,338237.3333333333,104689.00075684486,2029424,30732.166666666668,184393,0,0.0908597710482921,162.6141025510726
88795,1,1,1,53,8,3,-2,4,4,5,405543,55791,315260,464712,113757,290993,34578,13866,12351,4003,47800,40796,0,12784.666666666666,17950.073635368506,47800,-2,274342.6666666667,160597.6709976414,1646056,25565.666666666668,153394,3,0.09318881010117931,18.537710456461088
278879,1,1,1,27,5,1,7,8,7,3,43787,73873,289910,76809,50945,334735,2396,27549,12182,41034,6019,12335,1,8462.166666666666,13232.055099322826,41034,1,145009.83333333334,130994.469157162,870059,16919.166666666668,101515,0,0.11667599553580081,3.119844090078063
349028,1,4,2,32,5,8,6,5,-2,4,402837,214061,185044,90009,207382,162922,35494,5735,47848,28550,5955,21539,1,12095.583333333334,16898.092810396913,47848,-2,210375.83333333334,104350.93369091945,1262255,24186.833333333332,145121,1,0.11496963767217007,3.616486356385114
329461,2,2,2,61,8,-2,1,3,8,4,334591,97853,9169,216803,428285,287114,29110,47140,23088,1590,46743,32747,1,15036.666666666666,19421.66931002273,47140,-2,228969.16666666666,154864.56843115107,1373815,30069.666666666668,180418,4,0.13132627027647004,4.169886572297875
119891,1,4,3,27,3,4,0,7,-1,3,366220,13924,63811,403449,360932,146201,9905,14545,1471,45145,14788,7943,1,7817.75,13136.592239203092,45145,-1,225756.16666666666,171467.46968147243,1354537,15632.833333333334,93797,0,0.06924653959244433,11.298070747501498
358967,2,1,2,49,1,7,1,-2,1,7,216106,402507,377115,146961,441946,201136,2452,46150,16992,1959,12090,36862,1,9710.0,15960.082586936014,46150,-2,297628.5,123937.53295067641,1785771,19417.5,116505,2,0.06524072795444363,4.974749768070673
126252,2,4,2,51,5,8,1,5,-2,8,339862,9761,235770,126956,307888,382331,5426,16291,29224,25760,1781,34495,1,9416.833333333334,13285.036359024616,34495,-2,233761.33333333334,141712.82463865672,1402568,18829.5,112977,3,0.08055010523548195,11.109273516371154
169445,2,3,1,55,5,3,7,7,0,6,304514,415344,74919,309983,65164,121966,26234,39092,16428,2451,13779,27154,1,10430.5,13862.803622381993,39092,0,215315.0,146901.65968020918,1291890,20856.333333333332,125138,3,0.09686428411080134,7.624243854893185
375780,1,4,2,66,7,6,8,0,5,6,384490,72051,131980,267807,57397,419423,37920,12309,1342,3560,34676,28294,1,9844.416666666666,14905.574286507921,37920,0,222191.33333333334,158214.63474491437,1333148,19683.5,118101,4,0.08858806374079353,3.547682154442632
328320,2,1,2,49,-2,4,-1,5,5,4,223384,487339,473918,30110,24001,187941,16732,33488,22215,44360,21301,5288,1,11949.916666666666,15464.949592595354,44360,-2,237782.16666666666,204724.35613518648,1426693,23897.333333333332,143384,2,0.10050094869737182,4.345434332345439
426119,1,4,1,20,1,4,-2,1,5,6,236412,301936,183566,40744,283539,266084,18956,16185,5295,38291,25843,21797,1,10531.833333333334,13237.198439063739,38291,-2,218713.5,96533.95342106321,1312281,21061.166666666668,126367,0,0.09629568667069302,3.0796115638986303
332230,2,2,1,62,1,-1,7,5,3,7,321788,367491,453840,321506,121443,470980,46707,25457,30958,9847,45864,4328,1,13598.583333333334,18557.391227600994,46707,-1,342841.3333333333,125907.49720277448,2057048,27193.5,163161,4,0.07931803244256852,6.191638322829992
288471,1,4,3,58,4,8,-2,8,3,0,54038,55241,152317,232561,367191,340627,10650,33690,30979,31023,5734,15393,1,10624.166666666666,13770.561233913806,33690,-2,200329.16666666666,136617.7837917402,1201975,21244.833333333332,127469,3,0.10604962665604023,4.1667099985642695
55900,2,2,2,36,8,6,5,-2,2,0,218122,431052,271610,485488,343124,322802,5187,29444,1887,39733,3562,45015,1,10403.916666666666,17099.35294075259,45015,-2,345366.3333333333,99117.51531523914,2072198,20804.666666666668,124828,1,0.06023941727573319,37.06973166302201
190180,1,3,1,39,4,7,-1,0,6,-2,485975,419596,10238,339265,159055,355803,17170,28814,14533,44479,42596,28726,1,14694.333333333334,17485.490708965914,44479,-2,294988.6666666667,177325.94157276218,1769932,29386.333333333332,176318,1,0.0996185164175236,9.306614785943282
139949,2,2,3,43,8,6,7,3,1,2,18776,326496,260937,5036,88400,459055,37296,3284,20684,23415,38742,37135,1,13381.916666666666,16811.54630527015,38742,1,193116.66666666666,184308.12614496046,1158700,26759.333333333332,160556,2,0.13856563389994084,8.279444654779388
129554,1,4,3,69,5,3,2,6,7,1,158002,251137,318471,240509,51200,124256,31303,12453,27513,44874,13186,28694,1,13170.583333333334,16014.882949978595,44874,1,190595.83333333334,97368.52173760606,1143575,26337.166666666668,158023,4,0.13818332859660434,8.827014217941345
486775,1,1,2,41,8,0,1,-1,4,-1,157054,360744,117152,207223,368657,306620,20789,28591,14803,25392,16211,9711,0,9625.666666666666,11114.1551622108,28591,-1,252908.33333333334,107346.36735105043,1517450,19249.5,115497,2,0.07611255725060061,3.1173540136549382
202617,1,2,2,48,2,-2,5,8,-2,6,316732,2964,289468,53356,225220,200196,48237,915,14387,34411,15513,29740,1,11935.0,16880.699818539408,48237,-2,181322.66666666666,126887.00564938346,1087936,23867.166666666668,143203,2,0.13162814724383454,5.369421124558308
447102,1,3,3,41,4,1,-1,-2,6,0,52900,296220,323583,461604,161764,5927,36749,12532,49150,48951,32390,37769,1,18129.083333333332,21000.234836168915,49150,-2,216999.66666666666,174355.09635759622,1301998,36256.833333333336,217541,2,0.16708243791452285,2.9120827014799486
319257,2,2,1,63,5,0,7,7,4,5,314272,423703,343443,402505,428326,62650,3093,11459,2093,11797,3060,6920,1,3204.1666666666665,4456.610449317923,11797,0,329149.8333333333,138278.70374199588,1974899,6403.666666666667,38422,4,0.019455172137907074,6.185922313351983
399457,2,2,3,28,6,-2,6,0,7,3,47520,178449,388201,115042,296806,162495,37231,12492,49452,8426,24470,40845,1,14411.333333333334,18668.281127153197,49452,-2,198085.5,124183.82259014256,1188513,28819.333333333332,172916,0,0.14548936359960263,2.9753214989273555
256292,1,2,2,56,0,0,4,1,6,2,47476,54144,155669,127990,259001,282499,1201,26780,2387,17100,6693,27769,1,6828.583333333333,10757.989136690532,27769,0,154463.16666666666,99532.71304936215,926779,13655.0,81930,3,0.08840295259162281,3.616105848002996
292682,2,3,1,29,0,1,4,8,4,-2,364091,210438,283888,16009,371689,440737,32516,29098,14417,8219,40986,213,1,10455.333333333334,15218.157320859324,40986,-2,281142.0,152218.24046808583,1686852,20908.166666666668,125449,0,0.07436870573110482,5.763429250839603
251333,1,4,1,55,1,5,-2,2,-1,1,162067,363552,490789,148358,407791,395557,10524,45449,24684,14208,19033,25988,1,11657.666666666666,14753.582802667002,45449,-2,328019.0,140356.51865303586,1968114,23314.333333333332,139886,3,0.0710761673357991,7.830702693208489
105669,1,2,3,56,2,6,-1,0,3,0,488711,53650,449072,292311,343036,276666,34822,19301,7164,37149,26378,19783,1,12050.583333333334,14650.593226948702,37149,-1,317241.0,154398.70873294247,1903446,24099.5,144597,3,0.0759659060461521,18.01328677267682
364001,2,2,2,47,7,0,1,7,7,-2,18676,103024,476332,210421,220003,36935,15488,46328,6742,23876,1465,14822,1,9061.75,14264.17627309758,46328,-2,177565.16666666666,168950.3434567881,1065391,18120.166666666668,108721,2,0.10204798050659143,2.9268903107328637
147578,1,1,3,47,-2,3,1,8,8,2,222553,73775,193068,484627,189649,142953,43650,32597,12815,18752,2913,38562,1,12442.416666666666,16845.548122215518,43650,-2,217770.83333333334,140690.1975923222,1306625,24881.5,149289,2,0.11425542906333933,8.853792570648377
21914,1,3,3,61,4,7,8,-1,1,3,56567,398473,393464,28040,385832,183354,16845,45633,48675,18436,33752,44974,1,17361.416666666668,20494.121753492385,48675,-1,240955.0,174189.4758612012,1445730,34719.166666666664,208315,4,0.1440898369680756,65.97289403732897
326281,2,2,3,62,6,8,0,-1,0,-1,175689,31446,309948,295715,258953,310858,30984,41673,19005,9726,38338,38132,1,14822.5,17683.597898514985,41673,-1,230434.83333333334,109962.4276367463,1382609,29643.0,177858,4,0.1286394056453208,4.237479350608103
96784,1,3,1,40,5,2,4,4,-1,0,499111,343293,41367,429154,352193,32461,14296,34379,28299,22370,35501,42338,1,14766.416666666666,16851.771233899926,42338,-1,282929.8333333333,198818.58102543297,1697579,29530.5,177183,2,0.10437393488014143,17.539872292759757
470824,1,2,1,43,2,3,5,6,3,8,444421,183228,411990,240370,445199,265096,45861,17805,35214,31231,36850,45439,1,17702.25,19766.454618988846,45861,2,331717.3333333333,115633.66779561507,1990304,35400.0,212400,2,0.10671736578929314,4.2272781336460605
477425,1,4,2,61,1,1,-1,7,5,3,24162,377895,338550,1481,457945,450732,39049,12055,37111,6957,5230,45631,1,12170.75,17652.68168206128,45631,-1,275127.5,208186.85858694348,1650765,24338.833333333332,146033,4,0.08846383343474785,3.457642561651657
458283,1,4,2,59,4,7,1,-1,3,1,281627,482191,99458,121400,138857,352716,12165,11119,34402,48640,34672,5731,1,12228.666666666666,17219.109761241925,48640,-1,246041.5,152920.31006082875,1476249,24454.833333333332,146729,3,0.0993931240596272,3.221260662072952
191377,2,2,3,21,2,3,0,4,6,6,323911,57272,39869,161884,93944,398538,47439,47608,16846,22164,9087,22819,1,13832.0,18089.174914597654,47608,0,179236.33333333334,148928.45126525243,1075418,27660.5,165963,0,0.15432417906325324,5.619369098660657
17573,2,4,3,27,4,4,-1,4,2,2,104767,157192,418511,482997,130643,340837,17857,47928,5586,47398,4900,14,1,10308.166666666666,18197.527518536106,47928,-1,272491.1666666667,162389.56052211812,1634947,20613.833333333332,123683,0,0.07564954704949112,93.03744380054415
464876,2,2,3,67,-2,6,3,8,-1,1,72552,405062,39450,455886,375685,103294,32593,36241,14085,6732,37858,25323,1,12737.25,15802.913817193219,37858,-2,241988.16666666666,189307.4731038547,1451929,25472.0,152832,4,0.10526134542384286,3.123260826536274
219810,1,4,2,46,-2,7,1,4,5,-1,452190,133079,45676,474585,185029,55241,37142,44189,10514,38360,44470,46212,1,18408.416666666668,21236.593569755245,46212,-2,224300.0,192316.09109172327,1345800,36814.5,220887,2,0.16413062862225877,6.122560393038885
483660,1,1,1,41,7,4,3,0,6,3,484408,107560,213704,412879,86694,414745,1145,45949,6813,30881,35835,9955,1,10883.416666666666,16718.3596001431,45949,0,286665.0,172526.5565830374,1719990,21763.0,130578,2,0.07591788324346309,3.5561965016673773
482173,2,1,1,56,0,3,-1,4,7,7,495946,412688,67398,175823,49192,347752,47948,25577,1224,41003,40278,31989,1,15669.916666666666,19851.71365837827,47948,-1,258133.16666666666,187235.12168438555,1548799,31336.5,188019,3,0.12139664346366352,3.212123034671763
427974,1,1,3,46,8,-2,1,-2,1,-1,394880,493541,456834,452938,163656,287530,17222,31452,46786,30033,49554,32218,1,17272.5,19749.02509216364,49554,-2,374896.5,126123.38517776948,2249379,34544.166666666664,207265,2,0.0921432093035046,5.255877693492464
154279,1,3,3,48,-1,-1,8,7,3,4,331751,278440,235141,490842,68068,94641,9488,20937,46051,48141,6737,8017,1,11615.916666666666,17728.08750623676,48141,-1,249813.83333333334,156814.01850780647,1498883,23228.5,139371,2,0.09298324152045691,9.715405207385869
198697,1,3,3,22,-1,-2,3,-2,8,0,172865,139024,284575,175035,78186,301672,42535,20924,2520,31346,48257,11926,1,13126.166666666666,18189.34430240725,48257,-2,191892.83333333334,86037.26160546177,1151357,26251.333333333332,157508,0,0.1368020518395799,5.794536404647304
427056,1,1,3,63,4,6,2,2,7,6,85699,199282,464053,130277,341941,15660,35144,1921,8654,39230,30059,23101,1,11511.333333333334,15666.251737896702,39230,2,206152.0,168256.89770110467,1236912,23018.166666666668,138109,4,0.11165628597660007,2.8963695627671866
165291,2,3,2,32,7,7,0,-1,5,8,39490,85065,265131,273458,9866,59419,4337,21691,6975,43879,40662,9410,1,10581.666666666666,16129.061333975747,43879,-1,122071.5,116694.89114224324,732429,21159.0,126954,1,0.17333284181787814,4.431148701354392
93051,2,4,1,64,-1,7,5,6,6,2,346648,380943,176795,93576,58776,155945,5852,33674,14061,35729,32508,29249,0,12591.5,15527.632527500478,35729,-1,202113.83333333334,132641.46893549795,1212683,25178.833333333332,151073,4,0.1245774864493651,13.032455320060693
282832,2,2,3,29,8,6,4,4,2,5,392361,386737,398577,16312,422182,221869,35759,21099,10203,26211,28501,24227,1,12169.083333333334,13938.850979502862,35759,2,306339.6666666667,159400.0713973073,1838038,24333.333333333332,146000,0,0.07943252533403584,6.498691802884756
468715,1,2,2,55,1,4,0,1,3,8,413226,437560,221425,472915,422457,60282,3739,43620,47292,13640,35180,25959,1,14120.583333333334,18727.905947388845,47292,0,337977.5,162248.69913900696,2027865,28238.333333333332,169430,3,0.08355092671352207,4.326435040473792
351054,2,2,3,28,-1,-1,3,1,8,3,456882,13301,159234,462870,164621,59970,45858,16628,4208,42724,16012,6723,1,11013.833333333334,16701.72187548519,45858,-1,219479.66666666666,195033.6956740211,1316878,22025.5,132153,0,0.10035325975519345,3.751212064230143
289329,2,1,3,46,3,3,1,-1,1,7,439964,280990,361614,81326,43976,362946,37077,6634,10583,24028,46213,25862,1,12534.25,16589.300944913535,46213,-1,261802.66666666666,162678.9319594479,1570816,25066.166666666668,150397,2,0.0957445047668882,5.429168870021916
57616,1,3,1,53,5,8,8,2,2,5,499870,107127,400802,203870,352485,284859,16774,40577,4036,31035,5764,2473,1,8390.75,13822.918749309061,40577,2,308168.8333333333,140807.36998526272,1849013,16776.5,100659,3,0.054439314380129056,32.092005692306095
311353,1,4,3,20,7,1,2,1,4,8,122032,170441,395858,415518,180065,266870,18146,33697,49019,3961,15901,44076,1,13735.25,18622.97605415516,49019,1,258464.0,123387.09279499213,1550784,27466.666666666668,164800,0,0.10626882918568525,4.9807902926742935
495126,2,4,1,51,1,-2,8,-2,6,0,381653,392477,488837,330500,22732,226217,25324,12090,45920,24867,1558,17162,1,10577.666666666666,14981.213983661086,45920,-2,307069.3333333333,163603.47953349486,1842416,21153.5,126921,3,0.06888835094784843,3.7211053347961505
78641,2,1,1,44,2,-2,2,5,7,0,293229,96016,393333,197393,78913,488271,18048,26822,35831,34907,13566,42816,1,14333.666666666666,16785.566025245582,42816,-2,257859.16666666666,164051.75771129873,1547155,28665.0,171990,2,0.11116533249731853,19.673643519033664
263981,2,4,1,48,1,2,4,0,8,2,130622,319170,384966,372085,68607,24900,39173,20092,21298,29203,10910,35082,1,12981.25,15291.86682298202,39173,0,216725.0,160677.46628821353,1300350,25959.666666666668,155758,2,0.11978159726218343,4.925922698963463
439912,2,4,2,26,0,-1,8,3,3,8,490952,327283,428742,448523,294558,90313,48736,46942,9508,22427,2481,38308,1,14035.25,19729.813421801304,48736,-1,346728.5,146107.87079791422,2080371,28067.0,168402,0,0.08094806166780784,4.729061721424446
372976,1,4,2,68,2,1,2,1,3,7,448949,477046,92,463079,449058,323753,29226,30366,11074,11171,24588,15727,1,10180.666666666666,12179.84327659532,30366,1,360329.5,184940.6717698949,2161977,20358.666666666668,122152,4,0.05650013853058729,5.796557955456124
351537,2,4,1,22,6,-2,8,6,5,0,64257,387580,181215,189424,396536,68182,22301,7919,22152,15483,23431,11387,1,8558.0,9955.733304803,23431,-2,214532.33333333334,147521.11618160523,1287194,17112.166666666668,102673,0,0.07976497715178926,3.661617411528056
354217,2,3,3,39,5,1,0,4,8,5,13079,401817,368801,86780,273258,294690,11138,25107,38411,35031,3887,20337,1,11161.166666666666,14742.749058024383,38411,0,239737.5,156102.9307588426,1438425,22318.5,133911,1,0.09309557328321387,4.0608581744973815
186150,1,4,1,39,5,8,7,6,1,7,344165,265800,299859,456419,211077,283880,32671,43127,13236,11209,13092,1211,1,9548.333333333334,14481.916380804236,43127,1,310200.0,83821.26817938274,1861200,19091.0,114546,1,0.06154416505477028,9.99838839640076
153860,2,2,3,49,5,3,2,7,0,5,302065,93390,88786,46277,309338,485502,34278,33574,15539,31086,47666,45937,0,17341.833333333332,19733.174913113075,47666,0,220893.0,172411.92325590478,1325358,34680.0,208080,2,0.15699909005705853,8.614051735287832
406586,1,1,1,54,5,7,4,0,4,-1,467907,212781,151866,360844,221906,441693,34259,42122,29997,29486,5536,19350,0,13397.416666666666,16427.15820307298,42122,-1,309499.5,131969.48509826048,1856997,26791.666666666668,160750,3,0.08656449094958873,4.567292036605866
406955,1,3,3,54,4,1,2,-2,2,1,117002,274744,168396,70248,123049,472776,1349,12519,11886,48520,15250,49427,1,11579.916666666666,18390.881576864183,49427,-2,204369.16666666666,148676.42229542203,1226215,23158.5,138951,3,0.11331699579591399,3.0131464166725728
434865,1,4,2,68,5,-2,2,2,-1,7,42193,339209,283914,194693,339598,56801,44956,44417,29210,3039,1793,38072,1,13458.333333333334,19389.647501757845,44956,-2,209401.33333333334,134770.2959626737,1256408,26914.5,161487,4,0.1285307002182981,2.8891908983181236
457487,2,3,3,58,8,4,6,0,-1,-2,129607,303854,415799,205777,436621,434074,16905,37780,19356,5406,7444,4025,1,7577.583333333333,11675.785544593278,37780,-2,320955.3333333333,130646.38459699781,1925732,15152.666666666666,90916,3,0.04721113841383577,4.2093698837252
260557,2,4,1,46,5,-1,0,3,8,1,9463,196988,466245,79378,186435,64545,37208,36445,1718,25304,34969,33009,1,14055.75,17314.13787591989,37208,-1,167175.66666666666,163595.19095580615,1003054,28108.833333333332,168653,2,0.16813950196084346,3.849652859052531
255742,1,2,2,45,5,6,3,5,3,8,17946,132656,375046,461340,420769,316466,37990,17327,20135,26355,18335,13541,1,11142.75,13049.102449977163,37990,3,287370.5,174997.27190073565,1724223,22280.5,133683,2,0.07753231455555486,6.742040806724191
401164,2,1,3,33,7,0,-2,8,5,1,457428,84115,421475,1334,215541,360039,32527,44382,45976,1996,22603,12185,1,13307.333333333334,18290.31730095727,45976,-2,256655.33333333334,186982.83719172378,1539932,26611.5,159669,1,0.10368574716279441,3.8386595008429505
328482,2,4,3,36,4,5,7,1,-2,7,176008,346922,235047,446904,200667,80426,19743,31898,14655,41292,7848,12828,0,10690.5,14083.433501167894,41292,-2,247662.33333333334,130399.20691885619,1485974,21377.333333333332,128264,1,0.08631644968210324,4.523760814886284
353963,1,4,3,37,-2,5,2,2,8,6,205404,322699,194887,441914,14162,316329,30419,42591,16141,24736,34107,45803,1,16151.5,18445.155528066047,45803,-2,249232.5,146395.31285495448,1495395,32299.5,193797,1,0.12959585928792755,4.224721227913017
399938,1,4,3,64,1,0,5,2,3,0,9185,343686,196354,158481,347639,26230,2009,18048,3297,17332,37576,24999,1,8606.0,12753.54425604542,37576,0,180262.5,147274.590667569,1081575,17210.166666666668,103261,4,0.09547280586173361,2.704356675277907
446102,2,4,3,48,1,1,2,1,-1,-1,135260,186263,308019,352142,403751,146633,38094,7282,30752,15942,9055,33473,1,11216.75,14760.704049019047,38094,-1,255344.66666666666,114174.93526456087,1532068,22433.0,134598,2,0.08785380283375943,3.4343446117627034
175617,1,1,2,39,2,-1,6,1,-1,6,402362,131203,62118,126404,331778,460579,4979,16616,42462,43070,2249,14047,0,10286.333333333334,16213.35220979264,43070,-1,252407.33333333334,166672.6782621155,1514444,20570.5,123423,1,0.08149723594924507,8.62356150026123
194035,2,1,2,46,7,1,8,1,4,6,307745,379860,289747,379386,75680,85865,19837,22763,17646,9836,4047,26147,0,8358.583333333334,10363.581124287924,26147,1,253047.16666666666,138412.9436915734,1518283,16712.666666666668,100276,2,0.06604565815459565,7.82478934208867
56051,2,2,2,37,3,8,3,1,7,-2,376890,386823,332566,280559,51646,32634,5180,26670,12012,8020,32852,17505,1,8521.583333333334,11524.678338704558,32852,-2,243519.66666666666,160569.56200808007,1461118,17039.833333333332,102239,1,0.0699731301646616,26.06765267299303
293357,2,1,2,23,1,8,5,1,-2,3,223606,227808,219454,150112,286429,221839,41853,25540,47830,10658,6775,16056,1,12394.0,17230.06913403531,47830,-2,221541.33333333334,43267.8598299785,1329248,24785.333333333332,148712,0,0.11187679048596509,4.531161690348172
27611,2,4,1,20,-1,8,7,2,3,7,154864,305952,476583,200117,200758,425309,27515,27302,37253,31251,24695,12348,0,13365.833333333334,15031.65065534196,37253,-1,293930.5,132354.32855898593,1763583,26727.333333333332,160364,0,0.09093079259661103,63.872478357760585
238143,1,2,2,69,3,6,5,-1,4,5,241405,186759,304106,344944,214548,38336,34547,42085,28358,40546,7632,20450,1,14470.0,17520.57478820518,42085,-1,221683.0,107016.35271676941,1330098,28936.333333333332,173618,4,0.13053023160689622,5.585291190563715
275895,1,2,3,20,5,-1,0,-1,5,0,161535,350973,109999,453048,483900,177767,34129,8505,15276,16548,8507,33001,0,9664.5,12738.347705755534,34129,-1,289537.0,160871.4662915708,1737222,19327.666666666668,115966,0,0.0667537021750434,6.296678084030893
150405,1,2,3,45,5,0,4,6,4,8,419485,417860,239608,65363,361961,449887,42080,15802,11039,8673,218,11102,1,7411.75,12364.184648521199,42080,0,325694.0,147792.79328302853,1954164,14819.0,88914,2,0.04549976358174365,12.992679764549099
299508,1,4,2,64,4,8,4,-1,3,6,148836,344116,337702,285681,205893,59077,6628,44430,35787,10459,16041,48272,1,13470.083333333334,18630.955181965957,48272,-1,230217.5,113230.46097009408,1381305,26936.166666666668,161617,4,0.11700312385742685,4.611913538187254
24945,2,3,3,39,3,8,7,3,6,-1,329881,256291,161814,126864,9549,155334,32986,28022,26089,30959,4489,6230,1,10733.416666666666,14106.39336328379,32986,-1,173288.83333333334,110300.05652113995,1039733,21462.5,128775,1,0.1238539124947233,41.68101823845736
28300,2,4,2,42,-1,1,3,-1,0,3,68491,229328,39820,400686,17047,389210,28756,29169,26029,12301,19698,24010,1,11664.0,12928.003825381973,29169,-1,190763.66666666666,174841.42349531094,1144582,23327.166666666668,139963,2,0.12228306927758581,40.444593638146834
413074,1,1,3,29,4,2,4,2,8,-2,343433,321159,291717,35118,342401,271605,1544,23903,3685,43864,29889,4251,1,8929.5,14972.577518431974,43864,-2,267572.1666666667,117354.11825823014,1605433,17856.0,107136,0,0.0667333984040027,3.8865505938309197
